---
一、環境概論
38.森林消失不會造成什麼影響？,使溫室效應加劇,水資源減少,傳染病減少,生物多樣性降低,3
39.下列何者是全球暖化對我們人類的影響？,水資源更充裕,增加傳染病的發生率,糧食產量增加,環境更適宜居住,2
40.全球暖化對野生動植物的影響何者錯誤？,造成動植物大量繁殖,開花結果的時序改變,海洋溫度改變造成珊瑚礁死亡,生存空間減少,1
41.臭氧層有何作用？,造成光害,分解溫室氣體,吸收紫外線,毒死細菌,3
42.關於大自然涵容能力，下列何者敘述正確？,大自然涵容能力很強，所以我們不用擔心,減少都市綠地不會改變大自然的涵容能力,大自然涵容能力有限，因此盡可能減少污染物排放非常重要,大自然對各種污染物都有相同的涵容能力,3
43.可阻擋大量紫外線照射地表的臭氧主要位在哪一層？,對流層,平流層,中氣層,增溫層,2
44.確保水質的安全衛生是誰的責任？,全民,自來水公司,工廠,政府,1
45.關於外來種生物敘述何者錯誤?,加入外來種生物一定可以增加生物多樣性,原生種生物可能會因此而滅絕,可能會增加傳染病發生的機率,可能改變放養棲地的環境特性，導致原來的地理屏障消失,1
46.自來水應該如何使用才正確？,因為我有付錢所以可以毫無限制地使用,可以一直使用也不用擔心會用完,有水當思無水之苦，要節約使用,臺灣降雨量很大不用擔心沒水,3
47.臺灣四面環海，海洋資源豐富，我們應當如何使用？,海洋資源是全球共有的，如果你不用別人也會用，所以要大量使用,海洋資源有限，所以我們應該珍惜使用,海洋資源是可以再生的，所以不用怕枯竭了,海洋的涵容能力很強，因此人類排放的污染物進入水體不會影響海洋資源,2
48.氣象預報「紫外線指數」主要是反應何種現象所帶來的危害，提醒民眾要做好防護？,溫室效應，造成氣溫過高,電磁波輻射量,臭氧汙染物含量,紫外線輻射量,4
49.下列哪一項措施不是保護臭氧層，而是破壞臭氧層？,研發無害於臭氧層的氟氯碳化物替代品,大量使用噴霧劑和電子元件的清潔劑,工業廢氣經處理後才排放,全球共同決議逐年減少氟氯碳化物的使用量,2
50.下列有關臭氧的敘述，何者正確？,臭氧洞最早是在北極上空被發現,臭氧是無色、無味、無毒之氣體,目前相信氟氯碳化物會破壞臭氧層,臭氧不會造成地球暖化,3
51.為避免土壤受到污染，我們要如何做？,土壤污染跟我無關,廢水不會造成土壤污染,不隨意掩埋廢棄物,只有事業廢棄物會造成土壤污染，因此一般家庭垃圾可以隨意拋棄,3
52.我們地球很大，資源很多，我們應如何對待?,資源很多，取之不盡，用之不竭,地球空間很大，不用擔心污染會影響生存,資源有限，要節省使用,除了人類外，其他生物的生存空間並不重要,3
53.下列何者是大氣的功能？（甲）吸收紫外線和宇宙射線；（乙）減緩隕石直接撞擊地球；（丙）提供生物呼吸所需的氧氣；（丁）提供植物行光合作用所需的二氧化碳；（戊）調節氣候。,甲乙丙丁戊,僅甲丙丁,僅乙丙丁,僅乙丙丁戊,1
54.以下哪種家庭廢棄物被認為是含有有害物質的廢棄物？,玻璃,塑料包裝,電池,腐爛變質的食物,3
55.永續發展的定義是下列何者？,滿足當代人民需求，同時不損及後代子孫滿足其需求能力之發展,積極支持夥伴，共同發起、支持社會上與經濟上可持續進行的發展計畫,減少二氧化碳的排放量，使人類和地球共創美好福祉,顧及未來的福祉，發展駕馭地球生態的科技,1
56.再生能源中包含水力發電，下列何者並非其優點？,地球上大部分都是水，可以循環使用,不會造成空氣污染,不會衍生生態問題,營運成本較火力發電低,3
57.對於生物多樣性的敘述，下列何者正確？,將外來種置入生態系中，對生物多樣性有很大的幫助,指單位面積內物種種類的數目，可表示生態系中生物種類豐富性與基因差異性,生態系中，單一種的生物數量越多，代表生物多樣性越高,生物多樣性越高，生態系中就越不穩定,2
58.在全球關注重要環境問題中，何者直接影響光合作用面積？,溫室效應,臭氧層破壞,土壤沙漠化,熱帶雨林濫伐,4
59.方便人類直接利用的水資源為下列何者？,地下水,水氣,海洋,冰川,1
60.我們到海邊，下列哪一種行為不能做？,玩沙子,直接在海中用肥皂洗澡,用海水洗手,以上皆不可,2
61.下列何者是雨水最主要的來源？,水庫,河川,森林,海洋,4
62.我國的飲用水主要是從何而來？,使用回收水,使用海水淡化,來自河川,向鄰國購買,3
63.河川裡面水生植物最需要的養分為何？,葡萄糖,氮、磷,重金屬,油脂,2
64.下列何者是位於臺灣東部的海洋？,大西洋,印度洋,太平洋,地中海,3
65.臺灣地區河流上游山洪暴發的原因常為何？,颱風、梅雨帶來豪雨,皆因夏日午後局部雷陣雨,春天來臨時的綿綿春雨,東北季風帶來的雨水,1
66.如果超抽地下水，會產生下列何種問題？,土壤液化,地層下陷,河道積沙,地震,2
67.土壤污染不會造成那些影響？,可能改變土壤顏色,導致地層下陷,農作物含有污染物質,污染地下水體,2
68.下列何種方式使地面產生振動較大？,唱歌,騎腳踏車,卡車經過,走路,3
69.臺灣四面環海，海洋與我們生活息息相關，請問我們該如何面對海洋及海岸？,海洋涵容能力很強，生活污水直接排入沒差,魚類是重要的蛋白質來源，但為了永續利用，應推廣友善漁法,高美濕地是很棒的約會場所，很多潮間帶生物，可以隨意抓取,為了增加漁獲量，可以使用流刺網,2
70.下列敘述何者錯誤？,極區冰的融化和全球暖化有關,一般預估未來百年之內氣溫會持續下降,氣溫上升會使海平面上升,人工增強的溫室效應，包含農業施肥產生的甲烷,2
71.下列何者是不屬於噪音？,深夜在公園使用麥克風練唱,工地挖土機聲,風吹動樹枝的娑娑聲,汽機車排氣管不裝消音器,3
72.下列何者是空氣成分中含量最多的物質？,氮氣,氧氣,二氧化碳,臭氧,1
73.有關組成地球大氣氣體的敘述，下列何者正確？,在大氣中氮的含量僅次於氧,大氣中的甲烷是一種溫室氣體,大氣中的氧氣減少是造成臭氧洞的主要原因,在大氣中造成雲雨等天氣現象的主要氣體是氧氣,2
74.大氣層中哪一層含有豐富的水蒸氣？,平流層,對流層,臭氧層,增溫層,2
75.下列何種行為會使臭氧層變稀薄？,種植樹木,搭乘大眾運輸工具,放屁,使用海龍滅火器,4
76.若發現污染事件可以依循哪些管道處理？,拍照記錄後告知市政府,通報環保局,報警轉環保單位處理,以上皆可,4
77.對於紫外線的敘述何項正確?,當紫外線指數為3~5時其對應之曝曬級數是過量級,紫外線指數為6~7時20分鐘內即會曬傷,當指數越高對人體傷害就越大,即使在雪地裡，若紫外線指數僅為0~2時，也不用怕曬傷,3
78.目前科學家認為破壞臭氧層的元凶主要是下列何者？,氟氯碳化物,二氧化碳,氮氧化物,甲烷,1
79.對於溫室效應的下列描述何者正確？,是地球保持適合居住之溫度重要的機制,受空氣中的懸浮微粒影響而產生,使用冷氣可以對抗過度的溫室效應,會導致酸雨,1
80.下列關於資源回收何項敘述錯誤？,回收標誌為/img/,凡民眾持有標示回收標誌之廢容器及電池，均不得拒收,複寫紙、感光紙、蠟紙或是使用過的衛生紙及紙尿片，都是無法再生的,水銀溫度計屬於有害廢棄物，廢棄時請妥善密封後直接交予清潔隊員,1
81.下列敘述何者錯誤？,工廠排放廢水造成酸雨,海平面上升將導致部分物種消失,濫墾會造成土壤快速流失,使用冷媒等氟氯碳化物會造成臭氧層破洞,1
82.關於水資源的保護，下列何種措施最適宜？,在集水區造林並增加施肥，以促進林木生長,地下水雖因降雨受到持續補充，仍應限量使用,於水庫內廣設水上休閒設施，以增進水庫的利用,利用放流管將工廠汙水直接排入海中，以免汙染河水,2
83.下列何者是產生沙塵暴的條件之一？,土質堅硬,茂盛的植被,天氣不穩定但未降雨，因高風速生成沙塵暴,經常降雨及降雪天氣現象,3
84.水資源中的水大部分是靠什麼來補充？,雨水,地下水,河川水,礦物結晶水,1
85.關於垃圾焚化，下列何者敘述正確？,塑膠熱值很高，焚化後不會產生污染物質,焚化處理可減少送去掩埋的垃圾量,事業廢棄物焚化後的灰渣可以做為肥料的來源,現代的焚化技術很好，一定不會產生戴奧辛,2
86.屏東林邊地區地層下陷的主要原因為何？,颱風帶來豪雨,久旱不雨土壤質地乾燥,強烈地震,超抽地下水,4
87.下列何者是造成森林大火的原因？,由閃電引起的,因氣候乾燥高溫產生的,人為疏忽或蓄意縱火,以上皆是,4
88.何種作為可維持生物多樣性？,減少棲地破壞,引進外來種,圈養動物，並增加數量及種類,減少高級消費者,1
89.哪些做為可以改善台灣水資源？,增加植被,在水庫上游開發遊樂區,飲用RO過濾水,在河邊設立工廠方便排放廢水,1
90.增加植物多樣性對區域性氣候有何影響？,會使空氣中的二氧化碳增加,使溫度增加,會減少空氣中的水分,可以調節空氣中的濕度,4
91.下列何者可減少汽機車污染排放？,使用具觸媒轉化器之排氣管,使用馬力較大的車輛,使用二行程引擎,將排氣管改成直通管,1
92.下列何者是減少水受到污染最好的方法？,在水源區採砂石,在集水區設立工廠,減少農田不當施肥,在水體中加入外來種生物,3
93.下列何者是噪音防治的根本策略？,種植樹牆阻擋聲音,增加景觀植栽,使用隔音窗,解決噪音源,4
94.下列何者不是減少街道揚塵產生的方法？,路面灑水,樹林濫伐,定期清掃道路,砂石車出入均清洗車體及輪胎,2
95.土壤受到污染我們該如何做？,看到污染立即通報環保局處理,別人不知道沒關係,遠離受污染的土地就好,繼續進行開發活動,1
96.對於低碳旅遊何者正確？,減少排放造成臭氧層薄化的氣體,減少溫室效應的氣體排放,出遊時多開車少騎腳踏車,到鄉間幫忙砍伐樹木體驗生活,2
97.下列何者是完整的產品生命週期評估描述？,從原料開採直到生產製造,從原料開採直到消費使用,從原料開採直到最終妥善處理,從原料開採直到產品運送,3
98.下列何者可使開車更省油？,降低胎壓,行車維持安全距離，避免緊急煞車,停紅燈時，持續催油門,購買馬力大的汽車,2
99.沿海地區超抽地下水所引起的現象不包括下列何種現象？,地表土壤流失,地層下陷,海水倒灌,土質鹹化,1
100.下列何種方法可以減少汽機車所排放的廢氣污染？,使用國外進口車,改善油品品質,使用二行程機車代替四行程機車,打開車內空調,2
101.為促進產業及民眾節能減碳，政府推廣產品碳足跡的概念，請問下列敘述何者錯誤？,產品碳足跡標籤上所標示的數值為二氧化碳（CO2）排放當量,產品碳足跡是分析產品從原料取得到販售過程所產生的溫室氣體量,廠商分析碳足跡可以瞭解該產品在各生命週期階段產生溫室氣體，並設法減碳，透過減碳方案的執行，也可能產生節能的效益,各國正在推行碳排放交易，企業可以妥善利用碳足跡盤查以爭取經濟與環保雙贏的利益,2
102.溫室效應為一種自然現象，現在由於下列何種原因加速其效應發生時間？,化石燃料的使用,增加綠地覆蓋面積,建立污水處理廠,購買環保標章商品,1
103.太陽輻射穿透大氣層，部分能量被地表吸收而增加其波長，反射時被大氣中二氧化碳吸收其能量，致溫度上升，此現象稱為,熱島效應,蝴蝶效應,溫室效應,儲熱效應,3
104.下列何者是因為全球暖化使得海水溫度上升所帶來的影響？,珊瑚白化,產生酸雨,產生煙霧,臭氧層稀薄,1
105.森林對於地球非常重要，下列有關森林資源的敘述何者正確？,可以任意開發作為生產糧食的地方,熱帶雨林生長快速，可以任意砍伐提供木材,針葉林的生物種類繁多，常有新物種發現,森林可以固碳,4
106.下列何項不是正確預防洪水災害的方法？,做好水土保持工作,興建良好的排水系統,劃定水災危險地區並實施禁建,盡量開發山坡地成高爾夫球場,4
107.下列何種森林降雨量最多，是植物生長最茂密的地區，又可稱為“地球的肺”？,寒帶針葉林,常綠闊葉林,熱帶雨林,溫帶闊葉林,3
108.何項物質含量過低會造成河川中魚類死亡？,含氯量,含氧量,含磷量,含氮量,2
109.造成湖泊優養化的主要化學物質為何？,鐵鹽類,碳酸鈣,磷酸鹽,生理食鹽,3
110.電動車可以對環境帶來哪項正面的影響？,振興經濟,增加燃料儲量，降低油價,使用無鉛汽油,行駛中污染排放較燃油車少,4
111.下列何者是颱風豪雨期間發布的土石流黃色警戒意思？,某地區的預測雨量大於當地的土石流警戒基準值,某地區的預測雨量大於年平均雨量,某地區的實際降雨大於當地的年平均雨量,某地區的實際降雨大於當地的土石流警戒基準值,1
112.下列何者是土石流發生前的徵兆？,空氣異常清晰,山間異常安靜,溪水中忽然有流木,動物有靜止不動的行為,3
113.針對優養化下列何者錯誤？,湖水因營養分超量之聚集，造成藻類及浮游生物大量累積,減少水庫上游農業氮、磷等營養鹽流入可減輕水庫優養化,清潔劑使用不慎，排放至水體會造成優養化,以多樣性指標法分析優養化程度,4
114.下列何者是屬於天然災害敏感地區的正確描述？,容易造成土石崩塌的地區,不具有生態保育價值的地方,地質穩地的區域,生物多樣性少的地區,1
115.關於綠色消費，下列何者敘述正確？,綠色消費是全民運動,採購時應考量產品生命週期對環境的各種衝擊,在維持基本生活所需並追求更佳生活品質之同時，降低天然資源與毒性物質之使用及污染物排放，目的在不影響後代子孫權益的消費模式,以上皆是,4
---
二、空氣污染防制及噪音管制
1.全球暖化及氣候變遷對環境的衝擊影響何者為非？,極地冰原融化，海平面上升，淹沒較低窪之沿海陸地，衝擊低地國及多數國家沿海精華區,全球氣候變遷，導致不正常暴雨及乾旱現象，衝擊水土資源、環境衛生及人類生命等,沙漠化現象擴大，生態體系改變，衝擊農林漁牧、社經活動及全球生存環境等,全球暖化及氣候變遷對位處熱帶或亞熱帶的臺灣影響較小,4
2.下列哪些環境議題與人為空氣污染無關？,山火所釋出的煙,臭氧層的破壞,霾害,酸雨,1
3.下列哪一種疾病與臭氧層的破壞無關？,皮膚癌,老年癡呆症,白內障,人體免疫系統機能減退,2
4.酸雨對環境與生態的影響何者為非?,建材的腐蝕剝落,湖泊、土壤的酸化,湖泊、水庫的優養化,不會影響植物的生長,4
5.下列何者不是國際溫室氣體減量的施行方向？,鼓勵高耗能產品開發,加強教育宣導,碳權交易,個人生活型態的改變,1
6.下列何者不是人為空氣污染的主要來源?,工廠排放廢氣,汽機車排放廢氣,牛隻在消化完植物後所排放的甲烷,以上皆是,3
7.有關減少二氧化碳排放量的行為，以下敘述何者錯誤？,使用具有節能標章認證的產品與設備,關閉家中或辦公室沒在使用的電器電源,調高冷氣的設定溫度,選用能源效率比值（EER）越低的設備,4
8.下列哪一種車輛無法減少二氧化碳排放？,柴油汽車,選用油氣雙燃料車,油電混合車,電動車輛,1
9.地球發燒了!請問讓地球溫度不斷上昇的溫室氣體主要為下列何者？,氫氣,二氧化碳,氧氣,一氧化碳,2
10.噪音的音量單位是哪一種？,貝分（Bd）,赫兹（Hz）,分貝（dB）,馬赫（Mach）,3
11.下列何者發電方式主要增加二氧化碳的產生量？,太陽能發電,火力發電,風力發電,水力發電,2
12.請指出以下何項物質不是空氣污染物？,大腸桿菌,懸浮微粒,臭氧,氮氧化物,1
13.口罩的功能不能提供有效的保護是哪一項？,保暖,降低飛沫傳染,過濾空氣中較大粒狀污染物,過濾氣狀污染物及較小粒狀污染物,4
14.空氣污染物中下列哪一項不屬於粒狀污染物？,油煙,懸浮微粒,有機溶劑,金屬燻煙,3
15.哪一項非屬於室內空氣污染源？,抽菸,建材,裝潢材料,燈具,4
16.空氣汙染中會造成溫室效應嚴重的氣體，不包括下列何者？,二氧化碳,甲烷,氮氣,臭氧,3
17.下列哪個屬於氣狀污染物？,氧氣,氮氣,氮氧化物,空氣,3
18.何謂生物氣膠？,石頭,沙子,生物碎片（花粉、真菌孢子或菌絲碎片）,跳蚤,3
19.噪音源大而廠房分散通常採用何種隔音裝置？,隔音牆,隔音罩,二者都用,兩者都不用,1
20.下列何項非汽車污染控制的管理面手段？,調整空氣污染防制費費率,管制路權,設計低污染引擎,加嚴排放標準,3
21.辦公大樓室內空氣污染最大原因是？,人員出入複雜,設置天井,不適當的空調通風系統,天氣太熱,3
22.噪音在65分貝時會？,干擾談話,心情愉悅,損及聽力,工作效率提升,1
23.何者是空氣污染管制的經濟誘因策略？,訂排放標準,排放權交易,總量管制,設置防護設備,2
24.氨氣工廠爆炸造成氨氣外洩，下列何者方法可迅速降低空氣中的氨氣濃度？,向空中噴大量的水,過濾空氣,向空氣噴灑稀鹽酸,吹散空氣,1
25.有關「空氣污染」的定義，下列敘述何者不正確？,外來因素改變空氣原有組成,空氣所含物質直接妨礙國民健康,空氣污染純以氣體物質構成,空氣所含物質間接妨礙生活環境,3
26.何項不是噪音的危害所造成的現象？,精神很集中,煩躁、失眠,緊張、焦慮,工作效率低落,1
27.關於光化學霧何者敘述錯誤？,屬於氣狀污染物,經光化學反應所產生之微粒狀物質而懸浮於空氣,屬於衍生性污染物,氮氧化合物是光化學霧的重要前驅物,1
28.當睛朗無風時，空氣品質極度惡化，以臺北盆地最為嚴重，此時居民應減少外出，否則健康易受損，尤以何種系統受害最烈？,呼吸,循環,神經,消化,1
29.一氧化碳濃度監測站是為防制那一項公害而建立的監視系統？,空氣污染,土壤污染,放射線污染,噪音,1
30.臺南市灣裡地區，因處理廢電纜而產生了有劇毒物質「戴奧辛」，此種公害是屬於？,放射線污染,空氣污染,食品污染,噪音,2
31.禁止露天燃燒，主要是為了防治？,土壤污染,空氣污染,噪音污染,水污染,2
32.下列哪一種不是人為空氣污染的主要來源？,工廠排放廢氣,汽機車排放廢氣,家庭油煙,火山活動,4
33.我們國家有規定噪音的限制標準，下列何者敘述是正確的？,噪音時段分為白天和晚上兩段,噪音時段分為日間、晚間和夜間三段,噪音限制只針對工廠,噪音限制只針對娛樂場所,2
34.下列哪一項會增加最多空氣污染？,走路上學,搭乘捷運,烹飪時少油少鹽,露天焚燒垃圾,4
35.下列哪一種對噪音的說明是正確的？,我們的政府仍沒有規定噪音的限制,不同時段會有不同的噪音管制標準,噪音的標準不一致，所以不應該檢舉,有忍耐美德的人不應該檢舉別人製造的噪音,2
36.汽車會排放出什麼氣體造成空氣污染？,水,氮氧化物,氧氣,氮氣,2
37.下列哪一項是我們常見的室內空氣污染？,電視機的塗料,油漆,冷氣排放的氣體,室內植物排放的氣體,2
38.下列哪一項是臺灣空氣品質監測的項目？,氮氣,臭氧,二氧化碳,氧氣,2
39.空氣中的微小的粒子，對我們的身體產生什麼立即的影響？,腸道疾病,胃痛,眼睛不舒服,手痛,3
40.在日常生活中，空氣污染中的何者不屬於人為污染？,畜牧惡臭,火山灰,工廠煙囪排放,交通污染源,2
41.防制空氣污染的做法，下列何者正確？,定期保養汽機車,在家門口吸菸,在窗口打板擦,在鄉下燃燒廢輪胎，不要在都市內燒,1
42.下列哪些行為有助於減少空氣污染？,開老爺車,搭大眾運輸（減少開車）,燒金紙,用氟氯碳化物（CFCs）,2
43.下列那些污染物質屬於氣狀污染物？,油煙,揮發性有機物（VOCs）,金屬燻煙,酸霧,2
44.下列何者是良好的吸音材質的特性？,光滑、堅硬、密度高,稀疏多孔、密度小,具透氣與快乾功能,質輕多彎曲表面,2
45.以下那個污染物質屬於空氣污染中的衍生性污染物？,硫氧化物（SOx）,氮氧化物（NOx）,揮發性有機物（VOCs）,臭氧,4
46.下列關於空氣污染防制法定義何者敘述錯誤？,空氣污染物：指空氣中足以直接或間接妨害國民健康或生活環境之物質,污染源：指受污染之地點,排放標準：指排放廢氣所容許混存各種空氣污染物之最高濃度、總量或單位原（物）料、燃料、產品之排放量,空氣品質標準：指室外空氣中空氣污染物濃度限值,2
47.下列何者是良好的隔音材質的特性？,光滑、堅硬、密度高,稀疏多孔、密度小,具透氣與快乾功能,質輕多彎曲表面,1
48.在何種音量的環境下長期生活容易造成聽力受損？,20,40,60,80dB以上,4
49.測量聲音大小的儀器是下列哪個選項？,震動探測計,氣壓計,計算機,分貝計,4
50.政府可以經由下列哪種措施來降低空氣污染？,興建垃圾掩埋場,強制購買購物袋,汽機車定期排氣檢測,騎機車強制戴安全帽,3
51.下列哪種污染物會形成酸雨？,汽機車排放的廢氣,工廠排放的廢氣,燃燒煤炭所排出的污染物,以上都是,4
52.下列何者非為降低營建工程噪音的辦法？,縮短高噪音作業時間,設置隔音牆,採用低噪音型機具,儘量在夜晚施工,4
53.關於空氣的二次污染物敘述何者錯誤？,"	經過化學反應後才成為污染物者",由前驅污染物反應而成,二氧化氮（NO2）可由燃燒產生之一氧化氮（NO）經光化學反應生成,臭氧（O3）屬於一次污染物,4
54.引擎不完全燃燒，會產生那一種化學物質？,二氧化碳,一氧化碳,氮氧化物,氧化鐵,2
55.空氣污染對植物帶來下列哪一種影響？,降低光合作用,細胞生長速率提高,缺少水分,葉綠素量增加,1
56.下列何者不是常見的空氣固定污染源處理設備？,集塵設備,脫硝設備,焚化設備,初沉池,4
57.各種交通工具和電器設備所排放的哪種氣體，容易造成地球暖化？,二氧化硫,二氧化碳,一氧化碳,一氧化硫,2
58.氣候變化綱要公約規定簽約國訂出下列哪種氣體排放標準？,一氧化碳,二氧化碳,氫氣,氧氣,2
59.會刺激皮膚、眼、鼻和呼吸道，也會造成癌症與染色體受損害，是油漆及塗料中所逸散哪一種污染物所致?,臭氧,甲醛,一氧化碳,二氧化碳,2
60.下列哪些聲音長期接觸下來將對聽力產生不良影響？（甲）大型造勢晚會；（乙）鄉村的蟲鳴聲；（丙）Pub、Disco的熱門音樂；（丁）工廠機器的運轉聲。,甲乙丙,甲乙丁,甲丙丁,乙丙丁,3
61.指除測量音源以外之音量稱之為：,原地噪音,低頻噪音,背景音量,航空噪音,3
62.已知響度每增加10分貝，聲音強度比原來增強10倍，則70分貝的聲音強度是50分貝的多少倍？,2倍,20倍,100倍,1000倍,3
63.酸雨對環境與生態的影響？,建材的腐蝕剝落,湖泊、土壤的酸化,破壞生態系,以上皆是,4
64.臺北市空氣污染的主要來源為何？,工廠排放廢氣,汽機車排放廢氣,船舶排放廢氣,以上皆非,2
65.依空氣污染防制法及交通工具違反空氣污染防制法裁罰準則相關規定，機車排氣未定檢者，處新臺幣幾元的罰鍰？,500元,1500元,2000元,2500元,1
66.機車定期檢驗主要是針對哪兩種空氣污染物？,懸浮微粒及硫氧化物,氮氧化物及鉛,一氧化碳及碳氫化合物,懸浮固體及氨氮,3
67.下列哪一個是代表空氣品質良好的AQI指標？,0~50,51~100,101~200,300以上,1
68.空氣品質指標如果呈現綠色，代表空氣品質如何？,良好,普通,對敏感族群不良,對所有族群不良,1
69.空氣品質指標如果呈現黃色，代表空氣品質如何？,良好,普通,對敏感族群不良,對所有族群不良,2
70.空氣品質指標如果呈現橘色，代表空氣品質如何？,良好,普通,對敏感族群不良,對所有族群不良,3
71.空氣品質指標如果呈現紅色，代表空氣品質如何？,良好,普通,對敏感族群不良,對所有族群不良,4
72.依「機動車輛停車怠速管理辦法」之規定，機動車輛於公私立停車場、道路(不包含高速公路、快速公路及快速道路)及其他供機動車輛停放、接駁、轉運之場所，停車怠速逾幾分鐘，即應關閉引擎？,即停即關閉,3分鐘,30分鐘,60分鐘,2
73.本市目前積極推動老舊機車汰舊換新補助方案，其最主要目的是要加速淘汰老舊及高污染的？,高噪音跑車,四行程機車,96年6月30日以前出廠之機車,電動機車,3
74.民國93年以前出廠的二行程機車排放的碳氫化合物是同齡四行程機車的多少倍？,2倍,5倍,10倍,20倍以上,4
---
三、水污染及病媒防治
